Title,Company,Company_Rating,Company_Reviews,Location,Salary_Range,Experience,Post_Day,Tags,Description
Data Scientist,Celebal Technologies,3.0,479,"['Jaipur', 'Bengaluru']",Not disclosed,5-10 Yrs,17 Days Ago,"['Data Science', 'conversational AI', 'Natural Language Processing', 'Computer Vision', 'Deep Learning', 'Artificial Intelligence', 'Process', 'Data']","Role- Conversational AI/ML Data scientist Location-Bangalore, JaipurExperience -5+years..."
Data Scientist,Ramsoft Systems,3.3,6,['Bengaluru'],Not disclosed,2-4 Yrs,30+ Days Ago,"['Product management', 'Quality monitoring', 'Machine learning', 'Radiology', 'Healthcare', 'Natural language processing', 'Data quality', 'Continuous improvement']",Experience converting a business idea into a functional end-2-end AI project . Experien...
Data Scientist,Xoom,No rating,No reviews,"['Chennai', 'Bengaluru']",Not disclosed,5-7 Yrs,18 Days Ago,"['Analytical', 'Wellness', 'Data mining', 'Teradata', 'Analytics', 'Financial services', 'Monitoring', 'Product marketing']","Bachelor s / Master s degree in a quantitative field (such as Analytics, Statistics, Ma..."
Data Scientist,Valenta PVT LTD,4.0,132,['Bengaluru'],Not disclosed,5-10 Yrs,18 Days Ago,"['Data Analysis', 'Data Visualization', 'Data Mining', 'Machine Learning', 'Machine', 'Data', 'Analysis']","Apply your semantic, natural language processing and understanding expertise where requ..."
Data Scientist - MLB,Snapminds Technologies,3.8,5,['Bengaluru'],Not disclosed,2-3 Yrs,30+ Days Ago,"['IT services', 'Logistic regression', 'Head Business Development', 'SAS', 'Machine learning', 'Vendor', 'Forecasting', 'CRM']",BTech graduate Be building mathematical models and implementing it in Python (preferabl...
Data Scientist,AIE Group,3.9,60,['Bengaluru'],Not disclosed,5-10 Yrs,30+ Days Ago,"['Usage', 'data science', 'spark', 'Programming', 'Python', 'Data', 'Program', 'Science']",Very good knowledge of NLP and building Recommendations . Good Programming skills in Py...
Data Scientist - AI ML Team,Customerxps Software,4.0,41,['Bengaluru'],Not disclosed,8-13 Yrs,30+ Days Ago,"['Computer science', 'Automation', 'Artificial Intelligence', 'Machine learning', 'Data collection', 'Risk management', 'Monitoring', 'SQL']","Experience working as part of a product team, along with engineers and product managers..."
Data Scientist,Obviously.Ai,No rating,No reviews,['Bengaluru'],Not disclosed,2-6 Yrs,30+ Days Ago,"['Training', 'SAN', 'Data analysis', 'Backend', 'data science', 'Machine learning', 'Venture capital', 'Equity']",You should be excited about the idea of solving different data science challenges every...
Data Scientist,Equifax Credit Information Services Private Limited,3.4,142,['Bengaluru'],Not disclosed,3-5 Yrs,30+ Days Ago,"['Computer science', 'Operations research', 'Analytical', 'Machine learning', 'Algorithm development', 'Data structures', 'Healthcare', 'Test cases']",You will build experience developing analytical approaches to meet business requirement...
Data Scientist,Equifax Credit Information Services Private Limited,3.4,142,['Bengaluru'],Not disclosed,4-9 Yrs,30+ Days Ago,"['Stress testing', 'Team management', 'Coding', 'Bfsi', 'Analytical', 'risk modeling', 'Healthcare', 'Credit risk']",models / Big data / Cloud solution architect . Credit risk modeling development experie...
Data Scientist,Scalein,No rating,No reviews,['Bengaluru'],Not disclosed,4-9 Yrs,30+ Days Ago,"['Performance tuning', 'analytical', 'Postgresql', 'administration', 'Perl', 'SQL', 'nosql', 'analytics']",Basic understanding and experience with Hadoop and Map- Reduce concepts . Experience wi...
Data Scientist (MMM),Prescience Decision Solutions,4.8,8,['Bengaluru'],Not disclosed,1 Yrs,30+ Days Ago,"['Data Scientist (MMM)', 'Data', 'Mmm']","Proficiency in Python and SQL for data manipulation, analysis, and modelingRequirements..."
Data Scientist,Pegasus Knowledge Solutions (PKSI),4.8,4,['Bengaluru'],Not disclosed,8-10 Yrs,30+ Days Ago,"['Base SAS', 'Excel', 'data science', 'Data modeling', 'SQL', 'Python', 'Data', 'Science']",". Data Modelling, Algorithms, requiredHands on role only. Job Responsibilities: . 8 - 1..."
Data Scientist,Nityo Infotech,3.2,660,['Bengaluru'],Not disclosed,2-5 Yrs,30+ Days Ago,"['Data analysis', 'Machine learning', 'Programming', 'power bi', 'Product design', 'Predictive modeling', 'Pattern recognition', 'Analytics']",Primary Roles and Responsibilities: Collaborate with product design and engineering...
Data Scientist,Artificial Learning Systems,No rating,No reviews,['Bengaluru'],Not disclosed,2-7 Yrs,30+ Days Ago,"['Supply chain', 'Computer science', 'Google Analytics', 'Business Analyst', 'Coding', 'Machine learning', 'Healthcare', 'Data mining']","Familiarity with coding and programming concepts. Job Type: Full time, permanent. Candi..."
Data Scientist,Bharat Light & Power (BLP),2.4,16,['Bengaluru'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Data analysis', 'Factor analysis', 'Linux', 'Machine learning', 'Hypothesis Testing', 'Data processing', 'big data', 'SQL']",Postgraduate with Engineering Background . Hands on exposure of machine learning concep...
Data Scientist,Myyogateacher,4.7,4,['Bengaluru'],Not disclosed,3 Yrs,30+ Days Ago,"['Business objects', 'SAS', 'XML', 'MySQL', 'Javascript', 'Data collection', 'Data processing', 'Data Analyst']","Knowledge of programming languages like SQL, Oracle, R, MATLAB.Proficient in Python and..."
Data Scientist,Btropsn Software,No rating,No reviews,['Bengaluru'],Not disclosed,3-5 Yrs,30+ Days Ago,"['Computer science', 'Prototype', 'GIT', 'Analytical', 'Machine learning', 'Information retrieval', 'Data quality', 'Forecasting']",You should be passionate about working with data sets and be someone who loves to bring...
Data Scientist,Naghavi Fintech,No rating,No reviews,['Bengaluru'],Not disclosed,2-6 Yrs,24 Days Ago,"['Data mining', 'Statistics', 'Data']",Naghavi fintech is looking for Data Scientist to join our dynamic team and embark on a ...
Data Scientist,Hakimo,No rating,No reviews,['Bengaluru'],Not disclosed,3-5 Yrs,30+ Days Ago,"['tableau', 'data science', 'SQL database', 'Security systems', 'Physical security', 'Management', 'Data warehousing', 'Python']",3+ years of professional experience as a data scientist or related role . Strong knowle...
DATA SCIENTIST,Praana Power,No rating,No reviews,['Bengaluru'],Not disclosed,4-8 Yrs,30+ Days Ago,"['python', 'DATA SCIENTIST', 'Data']",Praana Power is looking for DATA SCIENTIST to join our dynamic team and embark on a rew...
DATA SCIENTIST,TATA INDUSTRIES LIMITED-TATA INSIGHTS AND QUANTS DIVISON,2.8,65,['Bengaluru'],Not disclosed,2-7 Yrs,30+ Days Ago,"['hive', 'python', 'data mining', 'neural networks', 'predictive analytics', 'time series', 'random forest', 'svm']","Experience in Retail, Financial Services and Manufacturing .  . 2-7 years of profession..."
Data Scientist,Magna International,4.0,568,['Bengaluru'],Not disclosed,3-5 Yrs,30+ Days Ago,"['Operations research', 'Simulation', 'Data management', 'Analytical', 'German', 'Spanish', 'Continuous improvement', 'Analytics']","Ability to sift through data, identify critical information, analyze, develop hypothesi..."
Data Scientist,Shriram Finance Limited,4.1,6440,['Bengaluru'],Not disclosed,4-9 Yrs,26 Days Ago,"['Natural Language Processing', 'Machine Learning', 'SQL', 'Predictive Modeling', 'Data Science', 'Data Scientist', 'Artificial Intelligence', 'Deep Learning']","Experience using any one cloud platform: Redshift, S3, Spark, Azure, etcExperience crea..."
Data Scientist,Dori Ai,No rating,No reviews,['Bengaluru'],Not disclosed,2-4 Yrs,30+ Days Ago,"['Computer vision', 'Performance tuning', 'deep learning', 'data science', 'Analytical', 'Machine learning', 'Packaging', 'Data structures']","Hands on development experience in Python and packages such as NumPy, Sci-Kit Learn and..."
Data Scientist,Aptus Data Labs,2.8,4,['Bengaluru'],Not disclosed,2-5 Yrs,30+ Days Ago,"['IT services', 'SAN', 'Operations research', 'Production planning', 'Analytical', 'Consulting', 'SMS', 'CRM']",Excellent collaboration skills and working comfortably across product team and Customer...
Data Scientist,Xebia It Architects,3.4,672,['Bengaluru'],Not disclosed,8-10 Yrs,30+ Days Ago,"['Mining', 'Text mining', 'Logistic regression', 'Machine learning', 'Data mining', 'Continuous improvement', 'Open source', 'Forecasting']",We won't track your information when you decline. But in order to comply with your pre...
Data Scientist,Idexcel,3.4,103,['Bengaluru'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Computer vision', 'Automation', 'Neural networks', 'Debugging', 'Machine learning', 'Agile', 'Customer experience', 'Technology solutions']",Minimum of 4+ years of relevant experience in implementing and deploying Machine Learni...
Data Scientist,Kanini Software Solutions,4.1,208,"['Noida', 'Pune', 'Chennai', 'Coimbatore', 'Bengaluru']",Not disclosed,4-7 Yrs,30+ Days Ago,"['Unix', 'Data analysis', 'SAS', 'Linux', 'Coding', 'Analytical', 'Windows', 'Risk management']",". Strong analytical skills and ML Modelling experience (Supervised, Unsupervised, Neura..."
Data Scientist / Advanced Analytics - Machine Learning,E2E Infoware,3.3,27,"['Chennai', 'Bengaluru']",Not disclosed,1-5 Yrs,30+ Days Ago,"['advanced analytics', 'deep learning', 'Artificial Intelligence', 'R Programming', 'Machine learning', 'Python', 'Data analytics', 'Intelligence']","Data Scientist / Advanced Analytics - Machine Learning, Python, Predictive Analysis, St..."
Data Scientist,Covalense Global,3.2,43,"['Hyderabad', 'Bengaluru']",Not disclosed,3-8 Yrs,30+ Days Ago,"['Machine learning', 'Data collection', 'data visualization', 'Data', 'Collections', 'Machine']",Covalense Global is looking for Data Scientist to join our dynamic team and embark on a...
Data Scientist,Akkodis,3.1,90,['Bengaluru'],Not disclosed,4-5 Yrs,30+ Days Ago,"['Computer science', 'Computer vision', 'Linux', 'Machine learning', 'Information technology', 'Automotive', 'Analytics', 'functional safety']",Conception and implementation of innovative solutions based on analytics and data sc...
NLP Data Scientist,Heaps Health Solutions India,3.8,15,"['Hyderabad', 'Bengaluru']",Not disclosed,2-3 Yrs,30+ Days Ago,"['Basic', 'Data analysis', 'Version control', 'GIT', 'GCP', 'Programming', 'Healthcare', 'Technology solutions']",Experience / Qualification . 2-3 years of prior NLP experiencePrior experience of build...
Data Scientist,Heaps Health Solutions India,3.8,15,"['Hyderabad', 'Bengaluru']",Not disclosed,1-4 Yrs,30+ Days Ago,"['Data analysis', 'Version control', 'GIT', 'data science', 'GCP', 'Analytical', 'Machine learning', 'Data mining']",Understand business problems and work on the statistical and analytical approach requir...
Data Scientist,Brokentusk Technologies,No rating,No reviews,['Bengaluru'],Not disclosed,3-5 Yrs,30+ Days Ago,"['Health insurance', 'SAS', 'Financial inclusion', 'Agile', 'Infrastructure', 'Predictive modeling', 'Data mining', 'Financial services']",. Three or more years of experience with data science and data analytics implementation...
Data Scientist,Add On It Systems,No rating,No reviews,['Bengaluru'],Not disclosed,2-4 Yrs,30+ Days Ago,"['PDF', 'Statistical analysis', 'Machine learning', 'MS Word', 'data visualization', 'Python', 'Microsoft', 'Machine']",Experience with python Experience with ETL Experience with Statistical Analysis
DATA SCIENTIST,Cellworks Research India,4.2,9,['Bengaluru'],Not disclosed,3-5 Yrs,30+ Days Ago,"['Computer science', 'NoSQL', 'Statistical analysis', 'Data modeling', 'Analytical', 'Machine learning', 'MySQL', 'Data structures']",Proven experience as a Machine Learning Engineer or similar role . Understanding of dat...
Data Scientist,Customerxps Software,4.0,41,['Bengaluru'],Not disclosed,12-15 Yrs,30+ Days Ago,"['Machine learning', 'Data collection', 'data visualization', 'Collections', 'Machine', 'Data']","Undertaking data collection, preprocessing and analysis   Building models to address ..."
Data Scientist,Gforce Consulting Solutions,4.2,3,['Bengaluru'],Not disclosed,3-8 Yrs,30+ Days Ago,"['tableau', 'data science', 'spark', 'Demand forecasting', 'Machine learning', 'Data structures', 'Object oriented programming', 'Statistics']","Experience in Python, R, Spark, SQL, Mongo DB and D3.js / Tableau   Strong in Appli..."
Data Scientist,Tibil Solutions,3.7,31,['Bengaluru'],Not disclosed,3-4 Yrs,30+ Days Ago,['Job Position: Data Scientist'],Tibil Solutions is looking for Data Scientist to join our dynamic team and embark on a ...
Data Scientist,Hackajob,No rating,No reviews,['Bengaluru'],Not disclosed,3-7 Yrs,30+ Days Ago,"['data science', 'Data modeling', 'Agile', 'Data processing', 'Informatica', 'microsoft', 'Reporting tools', 'SQL']","Experience integrating Microsoft Powerapps, Power BI Dax, and Power Query, and Modeling..."
Data scientist,Ihcc,4.0,15,['Bengaluru'],Not disclosed,9-10 Yrs,30+ Days Ago,"['Business objects', 'MS SQL', 'MySQL', 'Javascript', 'Business intelligence', 'microsoft', 'Open source', 'Information technology']",Objective:   We are looking for a Data Scientist who will have zeal to make value out...
Data Scientists and Programmer,Zdaly,2.1,7,['Bengaluru'],Not disclosed,2-5 Yrs,30+ Days Ago,"['SAN', 'Health insurance', 'tableau', 'Data modeling', 'cassandra', 'Script writing', 'big data analytics', 'Machine learning']",Sponsored vacation and parental leave Flexibility to Work from Home . Flexible office t...
Data Scientists,Huntertech Ventures,No rating,No reviews,['Bengaluru'],Not disclosed,1-4 Yrs,30+ Days Ago,"['algorithms', 'workday functional', 'python', 'workday', 'data security', 'predictive analytics', 'predictive', 'power bi']",Knowledge of data security and privacy best practices and regulations . Proficient in s...
Data Scientist,Neostats Analytics Solutions,No rating,No reviews,['Bengaluru'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Computer science', 'Data analysis', 'SAS', 'MIS', 'Analytical', 'Research', 'Information technology', 'Analytics']","Bachelor s or Master s degree in Statistics, Mathematics, Quantitative Analysis, Comput..."
Data Scientist - ASR & NLP Specialist,Deliverhealth Solutions,3.2,71,['Bengaluru'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Computer science', 'ASR', 'Cloud computing', 'GCP', 'Machine learning', 'Linguistics', 'Healthcare', 'Natural language processing']","Bachelor s or Master s degree in Computer Science, Linguistics, Data Science, or relate..."
Data Scientist I,STATS PERFORM,4.5,11,['Bengaluru'],Not disclosed,1-3 Yrs,30+ Days Ago,"['Computer science', 'Computer vision', 'deep learning', 'Neural networks', 'Data collection', 'model development', 'Statistics', 'Supervision']",". Understanding of deep learning fundamentals including network architectures, training..."
"Data Scientist, Cyber Risk",Safe Security,2.5,24,['Bengaluru'],Not disclosed,1-3 Yrs,30+ Days Ago,"['Data modeling', 'Event management', 'risk modeling', 'Risk assessment', 'Machine learning', 'SIEM', 'Data quality', 'Risk management']","Minimum 1-3 years of experience in data science, machine learning, or a relevant domain..."
Data Scientist,AIE Group,3.9,60,['Bengaluru'],Not disclosed,3-8 Yrs,30+ Days Ago,"['Computer science', 'deep learning', 'Statistical modeling', 'Prototype', 'data science', 'Neural networks', 'Machine learning', 'Research']",Building and deploying Machine Learning and Deep Learning based applications using prog...
Data Scientist,Ramsoft Systems,3.3,6,['Bengaluru'],Not disclosed,2-4 Yrs,30+ Days Ago,"['Product management', 'Computer science', 'Machine learning', 'Radiology', 'Programming', 'Healthcare', 'Natural language processing', 'Recruitment']",". ME, B Tech, BE in Computer Science or related discipline. Experience with Natural Lan..."
Data Scientist,Conneqt,3.7,8068,['Bengaluru'],Not disclosed,3-7 Yrs,30+ Days Ago,"['data science', 'Analytical', 'Machine learning', 'Hypothesis Testing', 'Statistics', 'Business understanding', 'Python', 'text analytics']","Python expert level, Analytical, Different models works, Basic concepts, CPG(Domain)...."
Data Scientist,Customerxps Software,4.0,41,['Bengaluru'],Not disclosed,12-22 Yrs,30+ Days Ago,"['Product management', 'Change management', 'Team management', 'Business analysis', 'MIS', 'Project management', 'Consulting', 'Risk management']","Undertaking data collection, preprocessing and analysis   Building models to address ..."
Data Scientist,Nhance Now,No rating,No reviews,['Bengaluru'],Not disclosed,5-7 Yrs,30+ Days Ago,"['Computer science', 'Computer vision', 'Operations research', 'Machine learning', 'SCALA', 'Workflow', 'Natural language processing', 'Data mining']",We are looking for ace data scientists who can develop best in class predictive model...
Data Scientist,Inference Labs,4.0,17,['Bengaluru'],Not disclosed,3-5 Yrs,30+ Days Ago,"['C++', 'Linux', 'Networking', 'Coding', 'Javascript', 'DNS', 'Perl', 'HTTP']",We are looking for experienced data scientists with strong advanced analysis and machin...
